SubjectId	OriginGMT	DestinationGMT	Direction	q02_TripPurpose	q03_WhoPays	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	Cont_Income	q17_Gender	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	Legroom_1	Legroom_2	Legroom_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	TripPurpose
1597	480	300	2	2	1	2	-1	720	1	2	1	10	2	99	3	5	1	6	-1	-1	7	6	7	2	-1	5	7	10	10	9	600	600	540	17.9	20.4	18.9	1074	1224	1134	4.9	5.4	5.4	4.9	7.4	6.9	2	1	1	320	335	305	0	0	1	2
1598	300	480	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	6	11	-1	-1	1	5	6	7	-1	4	6	18	12	9	1080	720	540	19.8833	14.8833	13.3833	1193	893	803	4.88333	5.38333	5.38333	4.88333	5.88333	7.38333	3	4	2	805	840	730	1	0	0	1
1599	480	480	1	2	1	2	-1	600	1	6	10	112.5	1	2	8	1	2	7	-1	-1	10	7	8	8	-1	6	4	16.5	13.5	9	990	810	540	17.5	16	11	1050	960	660	1	1.5	1.5	1	2.5	2	2	3	4	320	290	245	0	0	1	2
1600	300	480	0	4	2	1	900	-1	2	3.5	11	137.5	2	1	7	1	6	4	-1	-1	5	2	5	5	-1	4	3	14	14	11	840	840	660	17.15	19.65	16.65	1029	1179	999	6.15	6.65	6.65	6.15	8.65	8.65	3	3	4	565	765	565	0	0	1	4
1601	480	300	2	1	3	0	-1	-1	1	5	14	350	2	2	9	2	4	5	-1	-1	9	1	3	4	-1	5	6	7	10	6	420	600	360	15.5333	21.0333	15.5333	932	1262	932	5.53333	6.03333	6.03333	5.53333	8.03333	6.53333	3	3	1	700	730	580	1	0	0	1
1602	300	300	1	2	1	1	1110	-1	2	3.5	11	137.5	1	1	7	7	8	6	-1	-1	2	8	3	4	-1	5	6	7.5	15	13.5	450	900	810	9.31667	18.3167	17.8167	559	1099	1069	1.81667	2.31667	2.31667	1.81667	3.31667	4.31667	4	4	4	260	275	305	1	0	0	2
1603	300	360	0	2	1	2	-1	675	2	3.5	14	350	1	2	8	4	3	3	-1	-1	1	1	7	8	-1	3	3	7.5	12	16.5	450	720	990	9.68333	15.6833	21.1833	581	941	1271	3.18333	3.68333	3.68333	3.18333	4.68333	5.68333	1	1	3	730	730	695	0	0	1	2
1604	300	480	0	2	1	1	630	-1	2	3.5	5	50	2	2	5	1	3	6	-1	-1	7	4	6	8	-1	4	1	9	16.5	13.5	540	990	810	10.3	19.3	16.3	618	1158	978	4.3	4.8	4.8	4.3	5.8	5.8	4	3	3	220	210	160	0	0	1	2
1605	480	480	1	2	1	2	-1	720	4	5	13	187.5	2	99	6	7	2	6	-1	-1	4	7	8	1	-1	3	5	15	13.5	15	900	810	900	16.9	16.4	19.4	1014	984	1164	1.9	2.4	2.4	1.9	2.9	4.4	4	2	4	155	120	125	1	0	0	2
1606	480	480	1	2	1	1	540	-1	1	2	1	10	2	99	3	2	4	6	-1	-1	2	7	1	5	-1	2	7	12	9	9	720	540	540	13	11.5	12.5	780	690	750	1	1.5	1.5	1	2.5	3.5	1	1	3	245	320	290	0	0	1	2
1607	300	360	0	2	1	1	420	-1	2	5	99	-1	2	2	3	5	4	7	-1	-1	3	7	1	2	-1	5	3	8	8	12	480	480	720	11.6167	12.6167	16.6167	697	757	997	4.61667	5.11667	5.11667	4.61667	5.61667	5.61667	3	4	3	365	420	400	1	0	0	2
1608	480	300	2	2	1	1	1425	-1	1	2	3	30	2	6	3	6	6	4	-1	-1	7	7	5	8	-1	7	3	11	6	11	660	360	660	18.4167	15.4167	20.4167	1105	925	1225	4.41667	4.91667	4.91667	4.41667	6.41667	6.41667	1	1	3	330	315	345	0	1	0	2
1609	480	300	2	2	1	1	420	-1	2	3.5	10	112.5	1	1	4	3	6	6	-1	-1	3	6	2	7	-1	5	2	7	13	7	420	780	420	14.55	22.05	16.55	873	1323	993	4.55	5.05	5.05	4.55	6.05	6.55	3	1	4	230	190	230	0	1	0	2
1610	480	300	2	2	1	2	-1	870	1	2	5	50	2	2	6	4	5	4	-1	-1	2	6	2	1	-1	8	3	13	11	8	780	660	480	21.3	20.3	18.8	1278	1218	1128	5.3	5.8	5.8	5.3	6.3	7.8	2	1	1	625	885	665	1	0	0	2
1611	480	300	2	1	2	1	570	-1	1	3.5	6	60	1	1	7	10	7	11	-1	-1	4	5	2	8	-1	7	7	7	10	8	420	600	480	14.9833	20.4833	18.4833	899	1229	1109	4.98333	5.48333	5.48333	4.98333	7.48333	7.48333	3	3	4	965	1015	1110	1	0	0	1
1612	300	480	0	2	1	2	-1	810	2	3.5	12	162.5	1	2	6	3	2	1	-1	-1	2	5	4	5	-1	3	1	18	12	18	1080	720	1080	20.2333	15.7333	22.2333	1214	944	1334	5.23333	5.73333	5.73333	5.23333	6.73333	7.23333	1	2	1	365	365	345	1	0	0	2
1613	480	360	2	2	1	1	915	-1	2	2	2	20	2	12	3	2	4	5	-1	-1	9	1	3	4	-1	5	6	8	11	7	480	660	420	13.1833	18.6833	13.1833	791	1121	791	3.18333	3.68333	3.68333	3.18333	5.68333	4.18333	3	3	1	300	315	250	1	0	0	2
1614	480	300	2	2	1	1	360	-1	5	3.5	6	60	2	2	4	4	4	1	-1	-1	4	5	5	1	-1	2	8	10	13	12	600	780	720	18.3333	22.3333	22.3333	1100	1340	1340	5.33333	5.83333	5.83333	5.33333	6.33333	7.33333	4	1	2	610	525	525	0	1	0	2
1615	480	480	1	2	1	1	540	-1	4	3.5	10	112.5	1	2	7	6	5	1	-1	-1	7	1	1	7	-1	3	4	10.5	10.5	9	630	630	540	12.4667	14.9667	13.4667	748	898	808	1.96667	2.46667	2.46667	1.96667	4.46667	4.46667	3	3	4	285	215	225	1	0	0	2
1616	300	360	0	2	1	1	1080	-1	1	5	6	60	2	2	5	5	7	1	-1	-1	5	3	3	1	-1	5	1	18	7.5	15	1080	450	900	18.25	9.75	17.25	1095	585	1035	1.25	1.75	1.75	1.25	3.25	3.25	4	4	4	190	150	200	1	0	0	2
1617	480	300	2	1	1	1	1200	-1	1	5	4	40	2	2	6	3	3	4	-1	-1	5	1	8	3	-1	5	7	13	12	7	780	720	420	21.35	22.85	16.35	1281	1371	981	5.35	5.85	5.85	5.35	7.85	6.35	4	1	3	630	570	660	1	0	0	1
1618	480	480	1	1	2	2	-1	1080	4	3.5	14	350	2	2	6	7	4	8	-1	-1	5	7	6	7	-1	6	3	9	15	16.5	540	900	990	10.9	19.4	19.4	654	1164	1164	1.9	2.4	2.4	1.9	4.4	2.9	4	1	3	265	185	265	0	0	1	1
1619	480	300	2	2	1	2	-1	1200	4	5	9	92.5	2	2	6	3	6	5	-1	-1	2	7	3	6	-1	4	3	11	10	12	660	600	720	18.9833	19.4833	21.9833	1139	1169	1319	4.98333	5.48333	5.48333	4.98333	6.48333	6.98333	2	4	3	890	735	695	1	0	0	2
1620	480	300	2	2	1	2	-1	750	4	3.5	9	92.5	2	2	4	9	7	1	-1	-1	7	2	8	6	-1	8	6	9	7	13	540	420	780	17.5	17	22.5	1050	1020	1350	5.5	6	6	5.5	7	6.5	1	1	2	305	305	270	1	0	0	2
1621	480	300	2	4	1	1	660	-1	-1	-1	-1	-1	-1	-1	-1	6	7	6	-1	-1	1	8	6	5	-1	5	5	11	12	13	660	720	780	18.1	21.6	22.6	1086	1296	1356	4.1	4.6	4.6	4.1	6.6	6.6	1	4	1	415	375	430	0	1	0	4
1622	480	300	2	2	1	0	-1	-1	1	6	7	70	2	99	7	11	3	1	-1	-1	11	1	8	6	-1	2	3	6	12	11	360	720	660	14.6333	22.6333	22.1333	878	1358	1328	5.63333	6.13333	6.13333	5.63333	7.63333	8.13333	2	4	3	575	710	710	1	0	0	2
1623	300	480	0	2	1	2	-1	630	2	5	10	112.5	2	2	3	3	2	1	-1	-1	2	8	6	3	-1	7	6	13.5	13.5	13.5	810	810	810	14.5833	17.0833	16.0833	875	1025	965	4.08333	4.58333	4.58333	4.08333	6.58333	5.58333	2	1	4	165	165	215	1	0	0	2
1624	300	480	0	2	1	1	600	-1	1	6	12	162.5	2	2	7	5	8	2	-1	-1	6	5	7	3	-1	8	1	9	14	8	540	840	480	12.1667	18.1667	12.1667	730	1090	730	6.16667	6.66667	6.66667	6.16667	7.16667	7.16667	4	2	1	610	755	610	1	0	0	2
1625	300	300	1	2	1	1	780	-1	2	3.5	6	60	2	3	3	2	1	3	-1	-1	8	3	4	4	-1	5	8	13.5	9	18	810	540	1080	16.3167	12.8167	22.8167	979	769	1369	2.81667	3.31667	3.31667	2.81667	3.81667	4.81667	2	2	3	400	335	370	0	0	1	2
1626	420	300	2	2	1	1	480	-1	1	3.5	5	50	1	2	6	3	5	3	-1	-1	5	6	4	6	-1	4	7	7	8	11	420	480	660	12.7167	15.7167	17.7167	763	943	1063	3.71667	4.21667	4.21667	3.71667	5.71667	4.71667	3	1	1	720	690	690	1	0	0	2
1627	480	300	2	2	1	2	-1	990	1	3.5	7	70	1	3	5	2	5	3	-1	-1	7	8	4	4	-1	7	7	12	12	11	720	720	660	19.5667	22.0667	20.0667	1174	1324	1204	4.56667	5.06667	5.06667	4.56667	7.06667	6.06667	1	3	2	405	330	350	1	0	0	2
1628	300	300	1	1	1	2	-1	540	1	5	10	112.5	1	1	7	7	7	7	-1	-1	4	1	4	4	-1	7	7	10.5	18	9	630	1080	540	12.5167	21.5167	13.0167	751	1291	781	2.01667	2.51667	2.51667	2.01667	3.51667	4.01667	2	4	3	225	200	245	0	1	0	1
1629	480	480	1	1	2	1	1080	-1	1	3.5	10	112.5	2	2	7	3	3	4	-1	-1	5	1	8	3	-1	5	7	18	16.5	9	1080	990	540	19.25	20.25	11.25	1155	1215	675	1.25	1.75	1.75	1.25	3.75	2.25	4	1	3	175	160	185	1	0	0	1
1630	360	480	0	2	1	1	930	-1	2	3.5	4	40	2	2	4	4	4	1	-1	-1	4	8	7	4	-1	4	2	18	9	7.5	1080	540	450	18.6667	11.6667	9.66667	1120	700	580	2.66667	3.16667	3.16667	2.66667	4.66667	4.16667	3	2	3	370	340	385	1	0	0	2
1631	480	300	2	2	1	1	-1	-1	1	3.5	4	40	2	2	6	7	4	9	-1	-1	5	3	4	8	-1	8	5	12	8	6	720	480	360	20.2167	17.7167	16.7167	1213	1063	1003	5.21667	5.71667	5.71667	5.21667	6.71667	7.71667	3	2	2	440	510	420	1	0	0	2
1632	300	300	1	2	1	1	480	-1	3	5	10	112.5	2	2	6	1	6	2	-1	-1	3	8	4	1	-1	5	2	10.5	13.5	10.5	630	810	630	12.5833	18.0833	15.0833	755	1085	905	2.08333	2.58333	2.58333	2.08333	4.58333	4.58333	2	2	3	300	315	285	0	0	1	2
1633	300	480	0	4	1	2	-1	1080	2	3.5	12	162.5	2	2	6	6	8	7	-1	-1	5	1	8	5	-1	7	2	12	13.5	12	720	810	720	13.1667	17.1667	15.1667	790	1030	910	4.16667	4.66667	4.66667	4.16667	6.66667	6.16667	3	4	2	420	440	460	1	0	0	4
1634	360	360	1	2	1	2	-1	915	1	3.5	5	50	2	2	7	3	2	1	-1	-1	2	5	4	5	-1	3	1	18	12	18	1080	720	1080	19	14.5	21	1140	870	1260	1	1.5	1.5	1	2.5	3	1	2	1	195	195	185	1	0	0	2
1635	480	480	1	2	1	2	-1	960	4	3.5	14	350	2	1	9	2	7	2	-1	-1	1	1	2	2	-1	1	3	13.5	10.5	16.5	810	630	990	15.4333	14.9333	19.9333	926	896	1196	1.93333	2.43333	2.43333	1.93333	4.43333	3.43333	3	4	3	165	165	130	1	0	0	2
1636	300	300	1	2	1	0	-1	-1	2	3.5	6	60	1	2	7	8	2	4	-1	-1	7	8	6	6	-1	8	8	10.5	13.5	7.5	630	810	450	12.5167	17.5167	11.5167	751	1051	691	2.01667	2.51667	2.51667	2.01667	4.01667	4.01667	4	4	4	305	335	305	1	0	0	2
1637	300	480	0	2	1	1	1200	-1	2	3.5	8	80	1	4	6	1	7	5	-1	-1	2	3	5	6	-1	3	2	7	11	14	420	660	840	10.35	15.35	18.85	621	921	1131	6.35	6.85	6.85	6.35	7.35	7.85	1	4	4	875	1015	830	0	0	1	2
1638	300	480	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	6	-1	-1	5	7	4	3	-1	3	6	7.5	18	10.5	450	1080	630	9.41667	21.9167	14.9167	565	1315	895	4.91667	5.41667	5.41667	4.91667	6.91667	7.41667	1	2	1	365	405	465	1	0	0	2
1639	480	300	2	2	1	1	630	-1	2	6	10	112.5	1	2	6	4	11	6	-1	-1	1	1	8	2	-1	8	1	7	10	8	420	600	480	14.6167	19.6167	17.1167	877	1177	1027	4.61667	5.11667	5.11667	4.61667	6.61667	6.11667	1	1	2	215	160	170	1	0	0	2
1640	480	480	1	2	1	1	1200	-1	1	3.5	12	162.5	2	2	6	5	3	8	-1	-1	6	4	1	3	-1	8	2	12	12	10.5	720	720	630	13.9333	16.4333	14.4333	836	986	866	1.93333	2.43333	2.43333	1.93333	4.43333	3.93333	1	3	3	180	170	210	1	0	0	2
1641	300	300	1	2	1	2	-1	660	1	5	10	112.5	2	2	7	5	7	1	-1	-1	5	7	8	4	-1	1	6	13.5	16.5	10.5	810	990	630	15.9167	19.9167	14.4167	955	1195	865	2.41667	2.91667	2.91667	2.41667	3.41667	3.91667	3	3	1	215	275	250	1	0	0	2
1642	480	300	2	2	1	2	-1	1020	2	99	99	-1	2	2	6	1	4	2	-1	-1	6	7	6	4	-1	3	7	9	11	13	540	660	780	17	21	23.5	1020	1260	1410	5	5.5	5.5	5	7	7.5	2	4	3	300	345	270	1	0	0	2
1643	480	300	2	2	1	1	630	-1	1	5	7	70	1	2	6	1	1	8	-1	-1	6	6	8	4	-1	3	3	8	6	6	480	360	360	16	15.5	15.5	960	930	930	5	5.5	5.5	5	6.5	6.5	3	1	1	495	430	520	1	0	0	2
1644	480	480	1	2	1	0	-1	-1	1	3.5	10	112.5	2	2	5	2	1	7	-1	-1	2	1	5	3	-1	4	5	7.5	12	15	450	720	900	8.75	14.25	18.25	525	855	1095	1.25	1.75	1.75	1.25	2.25	3.25	3	3	4	180	190	160	1	0	0	2
1645	480	480	1	2	1	2	-1	660	2	3.5	8	80	2	1	6	6	6	2	-1	-1	4	1	6	6	-1	8	8	16.5	15	13.5	990	900	810	19.0833	18.5833	17.5833	1145	1115	1055	2.58333	3.08333	3.08333	2.58333	3.58333	4.08333	3	3	1	270	270	255	0	0	1	2
1646	300	480	0	4	2	2	-1	1110	2	2	5	50	1	2	6	7	2	5	-1	-1	7	6	1	5	-1	8	8	9	18	18	540	1080	1080	11.8	21.8	23.3	708	1308	1398	5.8	6.3	6.3	5.8	6.8	8.3	1	3	3	505	435	525	1	0	0	4
1647	300	480	0	2	1	2	-1	660	1	5	14	350	2	1	3	4	7	3	-1	-1	5	4	5	7	-1	5	1	15	10.5	12	900	630	720	17.3333	13.8333	16.8333	1040	830	1010	5.33333	5.83333	5.83333	5.33333	6.33333	7.83333	1	3	3	475	475	475	1	0	0	2
1648	300	480	0	2	1	2	-1	900	1	3.5	8	80	2	1	7	7	1	2	-1	-1	5	1	3	8	-1	8	4	18	16.5	18	1080	990	1080	19.5667	20.0667	21.0667	1174	1204	1264	4.56667	5.06667	5.06667	4.56667	6.56667	6.06667	2	3	4	710	610	780	1	0	0	2
1649	480	420	2	4	1	1	600	-1	1	3.5	1	10	2	5	7	6	1	9	-1	-1	2	8	8	6	-1	2	3	8	14	8	480	840	480	11.05	18.05	12.05	663	1083	723	2.05	2.55	2.55	2.05	3.05	3.05	1	3	2	525	480	415	0	0	1	4
1650	300	480	0	2	1	1	540	-1	2	7	6	60	2	2	5	6	4	2	-1	-1	3	4	4	2	-1	4	4	18	13.5	15	1080	810	900	20.0667	17.0667	18.5667	1204	1024	1114	5.06667	5.56667	5.56667	5.06667	6.56667	6.56667	3	1	1	435	435	435	0	1	0	2
1651	300	480	0	4	1	2	-1	540	1	3.5	8	80	1	1	7	6	6	4	-1	-1	7	7	5	8	-1	7	3	15	7.5	15	900	450	900	17.3333	11.8333	19.3333	1040	710	1160	5.33333	5.83333	5.83333	5.33333	7.33333	7.33333	1	1	3	645	615	680	1	0	0	4
1652	480	300	2	4	1	2	-1	360	2	3.5	11	137.5	1	1	6	2	10	1	-1	-1	3	2	4	8	-1	8	5	8	9	10	480	540	600	15.5667	19.0667	18.5667	934	1144	1114	4.56667	5.06667	5.06667	4.56667	7.06667	5.56667	4	1	3	405	385	365	1	0	0	4
1653	300	360	0	2	1	1	1080	-1	3	6	10	112.5	1	2	9	6	6	4	-1	-1	7	3	7	7	-1	3	5	12	16.5	10.5	720	990	630	12.9	18.4	12.9	774	1104	774	1.9	2.4	2.4	1.9	2.9	3.4	2	2	2	275	240	265	0	1	0	2
1654	480	300	2	2	1	1	660	-1	3	3.5	99	-1	1	6	99	3	1	3	-1	-1	1	4	4	6	-1	6	8	9	12	8	540	720	480	17.3333	21.8333	18.8333	1040	1310	1130	5.33333	5.83333	5.83333	5.33333	6.83333	7.83333	4	4	4	930	720	765	0	1	0	2
1655	480	420	2	2	1	2	-1	615	2	3.5	7	70	2	2	8	2	1	7	-1	-1	2	1	5	3	-1	4	5	7.5	12	15	450	720	900	10.1	15.6	19.6	606	936	1176	1.6	2.1	2.1	1.6	2.6	3.6	3	3	4	205	215	185	1	0	0	2
1656	360	420	0	2	1	1	600	-1	1	3.5	6	60	2	2	6	3	3	2	-1	-1	7	3	1	4	-1	4	1	10.5	15	16.5	630	900	990	11.2667	18.2667	18.2667	676	1096	1096	1.76667	2.26667	2.26667	1.76667	4.26667	2.76667	1	4	4	390	410	410	1	0	0	2
1657	480	300	2	1	1	1	540	-1	1	5	99	-1	1	99	99	6	6	2	-1	-1	4	6	4	2	-1	6	2	7	8	13	420	480	780	14.9833	17.9833	22.9833	899	1079	1379	4.98333	5.48333	5.48333	4.98333	6.98333	6.98333	4	4	4	870	915	820	1	0	0	1
1658	300	480	0	1	2	1	660	-1	1	3.5	12	162.5	1	1	7	3	3	2	-1	-1	7	3	1	4	-1	4	1	10.5	15	16.5	630	900	990	12.6	19.6	19.6	756	1176	1176	5.1	5.6	5.6	5.1	7.6	6.1	1	4	4	395	420	420	1	0	0	1
1659	480	420	2	4	1	2	-1	690	2	3.5	7	70	2	2	6	1	7	5	-1	-1	2	3	5	6	-1	3	2	7.5	13.5	18	450	810	1080	10.1	17.1	22.1	606	1026	1326	1.6	2.1	2.1	1.6	2.6	3.1	1	4	4	235	270	220	1	0	0	4
1660	300	480	0	2	1	1	600	-1	2	3.5	7	70	1	1	3	10	1	5	-1	-1	3	4	4	3	-1	3	6	9	16.5	12	540	990	720	11.9833	20.4833	15.9833	719	1229	959	5.98333	6.48333	6.48333	5.98333	6.98333	6.98333	2	1	4	545	545	570	1	0	0	2
1661	300	480	0	2	1	2	-1	600	2	5	9	92.5	2	2	7	11	2	2	-1	-1	4	4	5	8	-1	7	3	13.5	9	9	810	540	540	14.5833	11.0833	11.5833	875	665	695	4.08333	4.58333	4.58333	4.08333	5.08333	5.58333	2	2	2	165	125	135	0	1	0	2
1662	480	300	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	7	-1	-1	6	3	6	2	-1	8	2	10	7	7	600	420	420	18.35	16.85	17.85	1101	1011	1071	5.35	5.85	5.85	5.35	6.85	7.85	4	4	4	720	630	690	0	1	0	2
1663	300	480	0	2	1	1	630	-1	1	5	7	70	2	5	5	5	3	9	-1	-1	6	2	2	5	-1	6	8	15	13.5	15	900	810	900	17.8167	17.8167	19.3167	1069	1069	1159	5.81667	6.31667	6.31667	5.81667	7.31667	7.31667	2	4	2	645	710	710	1	0	0	2
1664	300	360	0	2	1	2	-1	630	2	3.5	8	80	1	1	5	2	1	7	-1	-1	2	6	7	5	-1	2	3	10.5	13.5	10.5	630	810	630	11.4	16.4	12.9	684	984	774	1.9	2.4	2.4	1.9	3.9	3.4	4	4	1	275	275	365	1	0	0	2
1665	300	300	1	2	1	2	-1	750	4	3.5	10	112.5	1	1	6	5	8	4	-1	-1	1	4	6	4	-1	3	7	18	13.5	16.5	1080	810	990	20.4167	16.9167	19.9167	1225	1015	1195	2.41667	2.91667	2.91667	2.41667	3.41667	3.41667	1	3	2	330	310	310	0	1	0	2
1666	480	300	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	-1	-1	4	2	7	7	-1	3	5	13	13	9	780	780	540	21.6	23.6	19.6	1296	1416	1176	5.6	6.1	6.1	5.6	7.6	7.6	1	1	3	610	790	860	1	0	0	2
1667	300	480	0	2	1	1	600	-1	3	3.5	6	60	2	2	6	7	2	5	-1	-1	7	6	1	5	-1	8	8	9	18	18	540	1080	1080	11.8	21.8	23.3	708	1308	1398	5.8	6.3	6.3	5.8	6.8	8.3	1	3	3	300	260	315	0	1	0	2
1668	480	300	2	1	1	2	-1	1020	1	5	9	92.5	1	1	3	4	11	6	-1	-1	1	1	8	2	-1	8	1	7	10	8	420	600	480	15.3333	20.3333	17.8333	920	1220	1070	5.33333	5.83333	5.83333	5.33333	7.33333	6.83333	1	1	2	230	170	180	0	0	1	1
1669	300	480	0	2	1	2	-1	1200	3	3.5	3	30	1	6	6	2	4	6	-1	-1	2	3	2	3	-1	4	4	15	18	12	900	1080	720	17.3333	22.8333	15.3333	1040	1370	920	5.33333	5.83333	5.83333	5.33333	7.83333	6.33333	2	2	2	375	290	390	0	1	0	2
1670	480	300	2	2	1	1	-1	-1	2	3.5	9	92.5	1	1	7	5	7	10	-1	-1	3	1	2	5	-1	4	7	9	9	14	540	540	840	15.75	17.75	22.75	945	1065	1365	3.75	4.25	4.25	3.75	5.75	5.75	1	1	3	605	630	500	0	0	1	2
1671	420	300	2	2	1	2	-1	780	3	3.5	8	80	1	4	6	8	4	3	-1	-1	5	8	8	5	-1	7	2	14	12	9	840	720	540	19.0667	18.5667	15.5667	1144	1114	934	3.06667	3.56667	3.56667	3.06667	4.56667	4.56667	4	3	3	310	325	375	1	0	0	2
1672	360	480	0	2	1	1	1020	-1	1	3.5	5	50	2	4	7	8	5	5	-1	-1	6	6	4	3	-1	1	3	18	9	7.5	1080	540	450	18.6667	12.1667	10.6667	1120	730	640	2.66667	3.16667	3.16667	2.66667	5.16667	5.16667	1	4	1	195	165	195	1	0	0	2
1673	300	480	0	2	1	1	1275	-1	1	3.5	6	60	1	2	9	1	6	2	-1	-1	3	5	6	4	-1	1	8	7.5	12	15	450	720	900	9.85	15.85	18.35	591	951	1101	5.35	5.85	5.85	5.35	6.85	6.35	1	1	2	375	280	375	0	0	1	2
1674	480	480	1	2	1	1	1200	-1	2	3.5	11	137.5	1	9	2	3	4	5	-1	-1	1	8	8	2	-1	8	1	7.5	15	12	450	900	720	8.5	17	15	510	1020	900	1	1.5	1.5	1	2	3	2	2	3	260	260	290	1	0	0	2
1675	480	300	2	1	2	0	-1	-1	1	5	10	112.5	2	2	6	1	1	9	-1	-1	6	1	3	1	-1	7	5	6	12	12	360	720	720	14.6333	23.1333	22.6333	878	1388	1358	5.63333	6.13333	6.13333	5.63333	8.13333	7.63333	4	2	4	430	510	510	1	0	0	1
1676	300	480	0	4	1	2	-1	840	1	3.5	5	50	2	12	3	1	5	1	-1	-1	5	5	1	3	-1	2	4	9	13.5	7.5	540	810	450	10.9833	17.4833	11.4833	659	1049	689	4.98333	5.48333	5.48333	4.98333	6.98333	6.98333	1	1	3	465	465	515	1	0	0	4
1677	300	300	1	2	1	1	1200	-1	2	3.5	7	70	2	2	6	1	5	10	-1	-1	3	2	3	1	-1	5	1	12	9	9	720	540	540	13.4333	11.4333	11.9333	806	686	716	1.43333	1.93333	1.93333	1.43333	2.43333	2.93333	3	3	1	225	215	285	1	0	0	2
1678	480	480	1	2	1	0	-1	-1	1	3.5	99	-1	1	2	7	5	9	4	-1	-1	1	2	4	1	-1	7	4	13.5	12	7.5	810	720	450	15.4	15.9	11.9	924	954	714	1.9	2.4	2.4	1.9	3.9	4.4	2	4	3	205	170	205	1	0	0	2
1679	300	420	0	2	1	1	600	-1	2	2	10	112.5	2	2	6	5	3	8	-1	-1	6	4	1	3	-1	8	2	12	12	10.5	720	720	630	13.9167	16.4167	14.4167	835	985	865	3.91667	4.41667	4.41667	3.91667	6.41667	5.91667	1	3	3	215	205	250	1	0	0	2
1680	480	360	2	2	1	2	-1	660	1	2	10	112.5	1	3	7	1	6	4	-1	-1	5	2	5	5	-1	4	3	14	14	11	840	840	660	19.2	21.7	18.7	1152	1302	1122	3.2	3.7	3.7	3.2	5.7	5.7	3	3	4	295	395	295	0	0	1	2
1681	480	300	2	4	1	2	-1	270	2	6	11	137.5	2	2	9	9	1	5	-1	-1	3	2	6	5	-1	7	1	12	6	7	720	360	420	19.7167	15.7167	17.2167	1183	943	1033	4.71667	5.21667	5.21667	4.71667	6.71667	7.21667	1	2	1	625	715	540	0	0	1	4
1682	300	480	0	2	1	1	750	-1	1	2	4	40	2	5	6	5	2	2	-1	-1	3	3	5	5	-1	4	3	12	16.5	7.5	720	990	450	14.8	20.8	11.3	888	1248	678	5.8	6.3	6.3	5.8	7.3	6.8	4	4	1	550	460	505	0	1	0	2
1683	300	480	0	2	1	1	1110	-1	4	3.5	11	137.5	1	1	6	2	5	3	-1	-1	7	8	4	4	-1	7	7	16.5	16.5	15	990	990	900	17.5833	20.0833	17.5833	1055	1205	1055	4.08333	4.58333	4.58333	4.08333	6.58333	5.58333	1	3	2	475	390	410	1	0	0	2
1684	360	480	0	2	1	2	-1	630	4	3.5	10	112.5	2	5	3	4	4	9	-1	-1	7	2	6	3	-1	5	3	10.5	12	12	630	720	720	12.1167	15.6167	15.1167	727	937	907	3.61667	4.11667	4.11667	3.61667	5.61667	5.11667	2	3	4	645	585	615	0	1	0	2
1685	360	360	1	2	1	2	-1	1035	1	3.5	10	112.5	1	2	7	2	1	3	-1	-1	8	3	4	4	-1	5	8	13.5	9	18	810	540	1080	14.5	11	21	870	660	1260	1	1.5	1.5	1	2	3	2	2	3	255	210	235	1	0	0	2
1686	360	480	0	2	1	1	480	-1	2	3.5	9	92.5	1	6	6	1	5	10	-1	-1	3	2	3	1	-1	5	1	12	9	9	720	540	540	12.9167	10.9167	11.4167	775	655	685	2.91667	3.41667	3.41667	2.91667	3.91667	4.41667	3	3	1	205	195	260	0	1	0	2
1687	300	480	0	2	1	0	-1	-1	1	3.5	10	112.5	1	2	6	2	10	9	-1	-1	5	8	5	2	-1	3	8	18	9	10.5	1080	540	630	20.35	13.85	13.85	1221	831	831	5.35	5.85	5.85	5.35	7.85	6.35	1	4	4	750	650	555	0	0	1	2
