	ID	CAR_AV_0	CAR_AV_1	CAR_AV_2	CAR_AV_3	CAR_AV_4	CAR_AV_5	CAR_AV_6	CAR_AV_7	CAR_AV_8	CAR_CO_0	CAR_CO_1	CAR_CO_2	CAR_CO_3	CAR_CO_4	CAR_CO_5	CAR_CO_6	CAR_CO_7	CAR_CO_8	CAR_TT_0	CAR_TT_1	CAR_TT_2	CAR_TT_3	CAR_TT_4	CAR_TT_5	CAR_TT_6	CAR_TT_7	CAR_TT_8	CHOICE_0	CHOICE_1	CHOICE_2	CHOICE_3	CHOICE_4	CHOICE_5	CHOICE_6	CHOICE_7	CHOICE_8	SM_AV_0	SM_AV_1	SM_AV_2	SM_AV_3	SM_AV_4	SM_AV_5	SM_AV_6	SM_AV_7	SM_AV_8	SM_CO_0	SM_CO_1	SM_CO_2	SM_CO_3	SM_CO_4	SM_CO_5	SM_CO_6	SM_CO_7	SM_CO_8	SM_HE_0	SM_HE_1	SM_HE_2	SM_HE_3	SM_HE_4	SM_HE_5	SM_HE_6	SM_HE_7	SM_HE_8	SM_SEATS_0	SM_SEATS_1	SM_SEATS_2	SM_SEATS_3	SM_SEATS_4	SM_SEATS_5	SM_SEATS_6	SM_SEATS_7	SM_SEATS_8	SM_TT_0	SM_TT_1	SM_TT_2	SM_TT_3	SM_TT_4	SM_TT_5	SM_TT_6	SM_TT_7	SM_TT_8	TRAIN_AV_0	TRAIN_AV_1	TRAIN_AV_2	TRAIN_AV_3	TRAIN_AV_4	TRAIN_AV_5	TRAIN_AV_6	TRAIN_AV_7	TRAIN_AV_8	TRAIN_CO_0	TRAIN_CO_1	TRAIN_CO_2	TRAIN_CO_3	TRAIN_CO_4	TRAIN_CO_5	TRAIN_CO_6	TRAIN_CO_7	TRAIN_CO_8	TRAIN_HE_0	TRAIN_HE_1	TRAIN_HE_2	TRAIN_HE_3	TRAIN_HE_4	TRAIN_HE_5	TRAIN_HE_6	TRAIN_HE_7	TRAIN_HE_8	TRAIN_TT_0	TRAIN_TT_1	TRAIN_TT_2	TRAIN_TT_3	TRAIN_TT_4	TRAIN_TT_5	TRAIN_TT_6	TRAIN_TT_7	TRAIN_TT_8	INCOME	FIRST	PURPOSE	DEST	TICKET	LUGGAGE	MALE	SP	SURVEY	GROUP	ORIGIN	QuestionID	GA	WHO	AGE	index
561	562	1	1	1	1	1	1	1	1	1	55	44	44	71	71	55	44	71	71	90	117	72	117	72	117	90	90	90	2	2	3	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	34	26	28	28	29	29	38	32	43	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	31	34	38	38	38	38	34	31	38	1	1	1	1	1	1	1	1	1	30	22	22	22	25	25	30	25	30	120	120	120	60	120	60	60	120	30	103	82	103	89	89	82	82	82	89	3	0	3	2	1	0	1	1	1	3	22	1	0	2	3	5050
562	563	1	1	1	1	1	1	1	1	1	65	52	52	84	84	65	52	84	84	110	143	88	143	88	143	110	110	110	2	2	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	52	43	45	45	46	46	54	49	62	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	74	77	81	81	81	81	77	74	81	1	1	1	1	1	1	1	1	1	50	38	38	38	42	42	50	42	50	120	120	120	60	120	60	60	120	30	156	120	156	132	132	120	120	120	132	2	0	3	2	1	0	1	1	1	3	17	1	0	2	2	5059
563	564	1	1	1	1	1	1	1	1	1	55	71	44	44	71	44	55	55	55	130	130	130	80	100	100	80	100	80	3	2	3	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	54	53	64	54	43	52	64	46	49	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	115	112	119	115	115	112	119	119	112	1	1	1	1	1	1	1	1	1	52	52	52	43	39	39	52	39	43	120	30	60	30	60	120	120	30	60	164	152	189	152	189	164	152	152	189	3	0	3	1	1	0	1	1	1	3	2	1	0	2	2	5068
564	565	1	1	1	1	1	1	1	1	1	56	91	70	91	56	70	56	91	70	110	143	143	88	143	88	88	88	110	3	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	46	54	50	50	49	43	52	54	54	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	75	71	68	68	68	71	68	71	71	1	1	1	1	1	1	1	1	1	42	42	38	38	42	38	50	50	42	30	120	30	60	30	30	60	30	60	149	149	149	114	126	126	126	149	126	1	0	3	2	1	1	1	1	1	3	17	1	0	2	2	5077
565	566	1	1	1	1	1	1	1	1	1	105	84	84	136	136	105	84	136	136	160	208	128	208	128	208	160	160	160	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	72	57	62	62	62	62	74	66	86	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	97	103	111	111	111	111	103	97	111	1	1	1	1	1	1	1	1	1	65	49	49	49	54	54	65	54	65	120	120	120	60	120	60	60	120	30	245	194	245	211	211	194	194	194	211	2	0	3	22	1	1	1	1	1	3	1	1	0	2	2	5086
566	567	1	1	1	1	1	1	1	1	1	65	84	52	52	84	52	65	65	65	130	130	130	80	100	100	80	100	80	2	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	54	52	62	54	43	50	62	45	49	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	53	50	57	53	53	50	57	57	50	1	1	1	1	1	1	1	1	1	50	50	50	42	38	38	50	38	42	120	30	60	30	60	120	120	30	60	108	98	128	98	128	108	98	98	128	2	0	3	1	1	1	1	1	1	3	2	1	0	2	2	5095
567	568	1	1	1	1	1	1	1	1	1	44	71	55	71	44	55	44	71	55	110	143	143	88	143	88	88	88	110	3	2	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	46	53	50	50	48	43	52	53	53	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	84	80	77	77	77	80	77	80	80	1	1	1	1	1	1	1	1	1	42	42	38	38	42	38	50	50	42	30	120	30	60	30	30	60	30	60	159	159	159	123	135	135	135	159	135	2	0	3	1	1	1	1	1	1	3	2	1	0	2	2	5104
568	569	1	1	1	1	1	1	1	1	1	68	110	85	110	68	85	68	110	85	150	195	195	120	195	120	120	120	150	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	56	70	64	64	58	52	64	66	70	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	69	61	55	55	55	61	55	61	61	1	1	1	1	1	1	1	1	1	49	49	44	44	49	44	59	59	49	30	120	30	60	30	30	60	30	60	205	205	205	159	174	174	174	205	174	2	0	3	17	1	1	1	1	1	3	2	1	0	2	2	5113
569	570	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	140	182	182	112	182	112	112	112	140	2	2	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	54	64	58	58	57	50	62	64	64	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	149	145	142	142	142	145	142	145	145	1	1	1	1	1	1	1	1	1	50	50	45	45	50	45	60	60	50	30	120	30	60	30	30	60	30	60	233	233	233	177	196	196	196	233	196	2	0	3	17	1	1	1	1	1	3	2	1	0	2	2	5122
570	571	1	1	1	1	1	1	1	1	1	125	100	100	162	162	125	100	162	162	170	221	136	221	136	221	170	170	170	2	2	3	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	66	53	57	57	57	57	70	62	82	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	50	56	64	64	64	64	56	50	64	1	1	1	1	1	1	1	1	1	62	47	47	47	52	52	62	52	62	120	120	120	60	120	60	60	120	30	193	150	193	164	164	150	150	150	164	3	0	3	1	1	1	1	1	1	3	22	1	0	2	2	5131
571	572	1	1	1	1	1	1	1	1	1	125	100	100	162	162	125	100	162	162	200	260	160	260	160	260	200	200	200	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	70	56	58	58	62	62	72	64	86	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	91	97	105	105	105	105	97	91	105	1	1	1	1	1	1	1	1	1	64	48	48	48	53	53	64	53	64	120	120	120	60	120	60	60	120	30	240	188	240	205	205	188	188	188	205	3	0	3	1	1	1	0	1	1	3	22	1	0	2	3	5140
572	573	1	1	1	1	1	1	1	1	1	52	84	65	84	52	65	52	84	65	130	169	169	104	169	104	104	104	130	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	49	57	53	53	52	46	56	58	57	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	128	124	121	121	121	124	121	124	124	1	1	1	1	1	1	1	1	1	46	46	41	41	46	41	55	55	46	30	120	30	60	30	30	60	30	60	211	211	211	158	176	176	176	211	176	2	0	3	2	1	1	1	1	1	3	1	1	0	2	3	5149
573	574	1	1	1	1	1	1	1	1	1	65	84	52	52	84	52	65	65	65	104	104	104	64	80	80	64	80	64	1	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	50	48	57	50	38	48	57	42	45	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	50	47	54	50	50	47	54	54	47	1	1	1	1	1	1	1	1	1	43	43	43	36	32	32	43	32	36	120	30	60	30	60	120	120	30	60	105	95	124	95	124	105	95	95	124	2	0	3	2	1	1	1	1	1	3	1	1	0	2	3	5158
574	575	1	1	1	1	1	1	1	1	1	40	65	50	65	40	50	40	65	50	90	117	117	72	117	72	72	72	90	3	2	3	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	43	52	48	48	46	40	49	52	52	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	60	56	53	53	53	56	53	56	56	1	1	1	1	1	1	1	1	1	38	38	34	34	38	34	46	46	38	30	120	30	60	30	30	60	30	60	131	131	131	101	111	111	111	131	111	2	0	3	1	1	1	1	1	1	3	2	1	0	2	3	5167
575	576	1	1	1	1	1	1	1	1	1	180	144	144	234	234	180	144	234	234	270	351	216	351	216	351	270	270	270	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	80	66	66	66	70	70	82	72	91	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	176	179	183	183	183	183	179	176	183	1	1	1	1	1	1	1	1	1	79	59	59	59	66	66	79	66	79	120	120	120	60	120	60	60	120	30	281	211	281	234	234	211	211	211	234	2	0	3	18	1	1	1	1	1	3	22	1	0	2	3	5176
576	577	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	130	169	169	104	169	104	104	104	130	3	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	52	62	56	56	54	49	58	62	62	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	109	105	102	102	102	105	102	105	105	1	1	1	1	1	1	1	1	1	48	48	43	43	48	43	58	58	48	30	120	30	60	30	30	60	30	60	184	184	184	144	157	157	157	184	157	3	0	3	2	1	1	1	1	1	3	1	1	0	2	3	5185
577	578	1	1	1	1	1	1	1	1	1	88	143	110	143	88	110	88	143	110	160	208	208	128	208	128	128	128	160	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	62	72	66	66	64	56	70	72	72	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	109	101	95	95	95	101	95	101	101	1	1	1	1	1	1	1	1	1	54	54	49	49	54	49	65	65	54	30	120	30	60	30	30	60	30	60	255	255	255	194	214	214	214	255	214	3	0	3	17	1	1	1	1	1	3	2	1	0	2	3	5194
578	579	1	1	1	1	1	1	1	1	1	90	72	72	117	117	90	72	117	117	150	195	120	195	120	195	150	150	150	2	2	3	2	3	1	3	2	2	1	1	1	1	1	1	1	1	1	58	49	50	50	52	52	62	54	70	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	115	120	126	126	126	126	120	115	126	1	1	1	1	1	1	1	1	1	58	43	43	43	48	48	58	48	58	120	120	120	60	120	60	60	120	30	225	181	225	196	196	181	181	181	196	3	0	3	25	1	1	1	1	1	3	2	1	0	2	4	5203
579	580	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	120	156	156	96	156	96	96	96	120	2	2	2	2	2	2	3	2	3	1	1	1	1	1	1	1	1	1	53	62	56	56	54	49	58	62	62	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	122	118	115	115	115	118	115	118	118	1	1	1	1	1	1	1	1	1	49	49	44	44	49	44	59	59	49	30	120	30	60	30	30	60	30	60	200	200	200	152	168	168	168	200	168	2	0	3	2	1	1	1	1	1	3	17	1	0	2	2	5212
580	581	1	1	1	1	1	1	1	1	1	180	144	144	234	234	180	144	234	234	220	286	176	286	176	286	220	220	220	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	78	64	66	66	70	70	82	72	94	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	170	176	184	184	184	184	176	170	184	1	1	1	1	1	1	1	1	1	74	56	56	56	62	62	74	62	74	120	120	120	60	120	60	60	120	30	339	257	339	284	284	257	257	257	284	2	0	3	1	1	1	1	1	1	3	23	1	0	2	3	5221
581	582	1	1	1	1	1	1	1	1	1	95	76	76	123	123	95	76	123	123	170	221	136	221	136	221	170	170	170	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	66	53	57	57	57	57	70	62	82	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	50	56	64	64	64	64	56	50	64	1	1	1	1	1	1	1	1	1	62	47	47	47	52	52	62	52	62	120	120	120	60	120	60	60	120	30	193	150	193	164	164	150	150	150	164	2	0	3	1	1	1	1	1	1	3	22	1	0	2	4	5230
582	583	1	1	1	1	1	1	1	1	1	95	76	76	123	123	95	76	123	123	140	182	112	182	112	182	140	140	140	2	2	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	58	49	50	50	52	52	62	54	70	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	139	144	150	150	150	150	144	139	150	1	1	1	1	1	1	1	1	1	58	43	43	43	48	48	58	48	58	120	120	120	60	120	60	60	120	30	251	205	251	220	220	205	205	205	220	3	0	3	25	1	1	1	1	1	3	2	1	0	2	4	5239
583	584	1	1	1	1	1	1	1	1	1	56	91	70	91	56	70	56	91	70	120	156	156	96	156	96	96	96	120	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	49	57	53	53	52	46	56	58	57	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	100	96	93	93	93	96	93	96	96	1	1	1	1	1	1	1	1	1	45	45	40	40	45	40	54	54	45	30	120	30	60	30	30	60	30	60	178	178	178	133	148	148	148	178	148	4	0	3	20	1	1	1	1	1	3	2	1	0	2	3	5248
584	585	1	1	1	1	1	1	1	1	1	60	78	48	48	78	48	60	60	60	143	143	143	88	110	110	88	110	88	2	2	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	53	52	62	53	43	50	62	45	48	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	76	73	80	76	76	73	80	80	73	1	1	1	1	1	1	1	1	1	50	50	50	42	38	38	50	38	42	120	30	60	30	60	120	120	30	60	128	117	150	117	150	128	117	117	150	2	0	3	2	1	0	0	1	1	3	1	1	0	3	2	5257
585	586	1	1	1	1	1	1	1	1	1	40	65	50	65	40	50	40	65	50	80	104	104	64	104	64	64	64	80	3	2	2	3	3	2	2	3	1	1	1	1	1	1	1	1	1	1	43	52	48	48	45	40	49	50	52	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	65	61	58	58	58	61	58	61	61	1	1	1	1	1	1	1	1	1	38	38	34	34	38	34	46	46	38	30	120	30	60	30	30	60	30	60	135	135	135	106	116	116	116	135	116	3	0	3	1	1	0	1	1	1	3	2	1	0	3	2	5266
586	587	1	1	1	1	1	1	1	1	1	76	123	95	123	76	95	76	123	95	150	195	195	120	195	120	120	120	150	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	56	70	64	64	58	52	64	66	70	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	69	61	55	55	55	61	55	61	61	1	1	1	1	1	1	1	1	1	49	49	44	44	49	44	59	59	49	30	120	30	60	30	30	60	30	60	205	205	205	159	174	174	174	205	174	3	0	3	2	1	0	1	1	1	3	17	1	0	3	3	5275
587	588	1	1	1	1	1	1	1	1	1	25	32	20	20	32	20	25	25	25	65	65	65	40	50	50	40	50	40	2	2	3	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	26	25	32	26	19	24	32	20	22	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	48	46	50	48	48	46	50	50	46	1	1	1	1	1	1	1	1	1	22	22	22	18	16	16	22	16	18	120	30	60	30	60	120	120	30	60	72	69	79	69	79	72	69	69	79	3	0	3	22	1	0	1	1	1	3	25	1	0	3	4	5284
588	589	1	1	1	1	1	1	1	1	1	68	110	85	110	68	85	68	110	85	150	195	195	120	195	120	120	120	150	3	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	56	64	62	62	58	53	64	66	64	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	142	138	135	135	135	138	135	138	138	1	1	1	1	1	1	1	1	1	52	52	47	47	52	47	62	62	52	30	120	30	60	30	30	60	30	60	210	210	210	167	181	181	181	210	181	2	0	3	22	1	0	1	1	1	3	1	1	0	3	5	5293
589	590	1	1	1	1	1	1	1	1	1	76	123	95	123	76	95	76	123	95	170	221	221	136	221	136	136	136	170	2	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	62	66	64	64	62	56	70	70	66	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	167	163	160	160	160	163	160	163	163	1	1	1	1	1	1	1	1	1	56	56	50	50	56	50	67	67	56	30	120	30	60	30	30	60	30	60	252	252	252	196	215	215	215	252	215	3	0	3	20	1	1	1	1	1	3	2	1	0	3	3	5302
590	591	1	1	1	1	1	1	1	1	1	84	136	105	136	84	105	84	136	105	170	221	221	136	221	136	136	136	170	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	57	72	66	66	62	53	66	70	72	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	64	56	50	50	50	56	50	56	56	1	1	1	1	1	1	1	1	1	52	52	47	47	52	47	62	62	52	30	120	30	60	30	30	60	30	60	193	193	193	150	164	164	164	193	164	2	0	3	22	1	1	1	1	1	3	1	1	0	3	2	5311
591	592	1	1	1	1	1	1	1	1	1	90	117	72	72	117	72	90	90	90	208	208	208	128	160	160	128	160	128	2	2	2	3	2	2	3	1	3	1	1	1	1	1	1	1	1	1	64	62	72	62	50	57	72	52	56	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	143	140	147	143	143	140	147	147	140	1	1	1	1	1	1	1	1	1	60	60	60	50	45	45	60	45	50	120	30	60	30	60	120	120	30	60	186	168	221	168	221	186	168	168	221	3	0	3	1	1	1	1	1	1	3	22	1	0	3	3	5320
592	593	1	1	1	1	1	1	1	1	1	60	48	48	78	78	60	48	78	78	100	130	80	130	80	130	100	100	100	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	99	83	86	86	90	90	106	95	123	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	74	77	81	81	81	81	77	74	81	1	1	1	1	1	1	1	1	1	96	72	72	72	80	80	96	80	96	120	120	120	60	120	60	60	120	30	157	119	157	132	132	119	119	119	132	0	0	3	1	3	0	1	1	1	3	2	1	0	0	2	5329
593	594	1	1	1	1	1	1	1	1	1	70	91	56	56	91	56	70	70	70	156	156	156	96	120	120	96	120	96	2	1	3	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	106	99	123	106	83	99	123	86	91	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	49	44	55	49	49	44	55	55	44	1	1	1	1	1	1	1	1	1	96	96	96	80	72	72	96	72	80	120	30	60	30	60	120	120	30	60	125	114	146	114	146	125	114	114	146	0	0	3	25	3	0	1	1	1	3	2	1	0	0	2	5338
594	595	1	1	1	1	1	1	1	1	1	115	92	92	149	149	115	92	149	149	200	260	160	260	160	260	200	200	200	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	156	128	132	132	132	132	161	144	189	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	140	146	154	154	154	154	146	140	154	1	1	1	1	1	1	1	1	1	148	111	111	111	123	123	148	123	148	120	120	120	60	120	60	60	120	30	298	232	298	254	254	232	232	232	254	0	0	3	22	3	0	1	1	1	3	17	1	0	0	2	5347
595	596	1	1	1	1	1	1	1	1	1	52	84	65	84	52	65	52	84	65	110	143	143	88	143	88	88	88	110	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	90	103	98	98	91	83	99	103	103	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	55	51	48	48	48	51	48	51	51	1	1	1	1	1	1	1	1	1	80	80	72	72	80	72	96	96	80	30	120	30	60	30	30	60	30	60	120	120	120	99	106	106	106	120	106	0	0	3	1	3	0	1	1	1	3	2	1	0	0	3	5356
596	597	1	1	1	1	1	1	1	1	1	80	104	64	64	104	64	80	80	80	156	156	156	96	120	120	96	120	96	2	2	2	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	106	99	123	106	83	99	123	86	91	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	49	44	55	49	49	44	55	55	44	1	1	1	1	1	1	1	1	1	96	96	96	80	72	72	96	72	80	120	30	60	30	60	120	120	30	60	125	114	146	114	146	125	114	114	146	0	0	3	2	3	0	1	1	1	3	25	1	0	0	4	5365
597	598	1	1	1	1	1	1	1	1	1	144	234	180	234	144	180	144	234	180	250	325	325	200	325	200	200	200	250	2	2	2	2	2	2	3	3	2	1	1	1	1	1	1	1	1	1	156	189	172	172	161	139	177	189	189	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	143	133	125	125	125	133	125	133	133	1	1	1	1	1	1	1	1	1	139	139	125	125	139	125	167	167	139	30	120	30	60	30	30	60	30	60	308	308	308	236	260	260	260	308	260	3	0	3	25	3	1	1	1	1	3	17	1	0	0	3	5374
598	599	1	1	1	1	1	1	1	1	1	60	78	48	48	78	48	60	60	60	143	143	143	88	110	110	88	110	88	2	2	3	3	2	2	3	1	2	1	1	1	1	1	1	1	1	1	98	91	111	98	76	91	111	80	86	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	37	34	41	37	37	34	41	41	34	1	1	1	1	1	1	1	1	1	84	84	84	70	63	63	84	63	70	120	30	60	30	60	120	120	30	60	92	85	106	85	106	92	85	85	106	1	0	3	1	3	0	1	1	1	3	2	1	0	1	2	5383
599	600	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	120	156	156	96	156	96	96	96	120	2	2	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	99	116	108	108	103	95	114	116	116	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	96	92	89	89	89	92	89	92	92	1	1	1	1	1	1	1	1	1	91	91	82	82	91	82	109	109	91	30	120	30	60	30	30	60	30	60	171	171	171	131	144	144	144	171	144	2	0	3	2	3	0	1	1	1	3	1	1	0	1	2	5392
600	601	1	1	1	1	1	1	1	1	1	65	84	52	52	84	52	65	65	65	143	143	143	88	110	110	88	110	88	3	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	114	111	128	114	91	106	128	95	99	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	94	91	98	94	94	91	98	98	91	1	1	1	1	1	1	1	1	1	108	108	108	90	81	81	108	81	90	120	30	60	30	60	120	120	30	60	149	134	179	134	179	149	134	134	179	2	0	3	2	3	0	1	1	1	3	14	1	0	1	2	5401
601	602	1	1	1	1	1	1	1	1	1	104	169	130	169	104	130	104	169	130	180	234	234	144	234	144	144	144	180	3	2	2	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	123	149	139	139	132	114	144	149	149	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	117	109	103	103	103	109	103	109	109	1	1	1	1	1	1	1	1	1	111	111	100	100	111	100	133	133	111	30	120	30	60	30	30	60	30	60	254	254	254	193	213	213	213	254	213	1	0	3	1	3	0	1	1	1	3	22	1	0	1	3	5410
602	603	1	1	1	1	1	1	1	1	1	36	58	45	58	36	45	36	58	45	80	104	104	64	104	64	64	64	80	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	83	98	91	91	86	76	91	98	98	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	41	37	34	34	34	37	34	37	37	1	1	1	1	1	1	1	1	1	70	70	63	63	70	63	84	84	70	30	120	30	60	30	30	60	30	60	106	106	106	85	92	92	92	106	92	2	0	3	2	3	0	1	1	1	3	1	1	0	1	3	5419
603	604	1	1	1	1	1	1	1	1	1	110	88	88	143	143	110	88	143	143	180	234	144	234	144	234	180	180	180	2	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	128	103	108	108	111	111	132	116	161	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	55	61	69	69	69	69	61	55	69	1	1	1	1	1	1	1	1	1	118	88	88	88	98	98	118	98	118	120	120	120	60	120	60	60	120	30	205	159	205	174	174	159	159	159	174	2	0	3	2	3	0	1	1	1	3	17	1	0	1	3	5428
604	605	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	120	156	156	96	156	96	96	96	120	3	2	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	99	116	108	108	103	95	114	116	116	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	96	92	89	89	89	92	89	92	92	1	1	1	1	1	1	1	1	1	91	91	82	82	91	82	109	109	91	30	120	30	60	30	30	60	30	60	171	171	171	131	144	144	144	171	144	2	0	3	1	3	0	1	1	1	3	2	1	0	1	2	5437
605	606	1	1	1	1	1	1	1	1	1	44	71	55	71	44	55	44	71	55	90	117	117	72	117	72	72	72	90	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	83	98	91	91	86	76	91	98	98	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	41	37	34	34	34	37	34	37	37	1	1	1	1	1	1	1	1	1	70	70	63	63	70	63	84	84	70	30	120	30	60	30	30	60	30	60	106	106	106	85	92	92	92	106	92	2	0	3	2	3	0	1	1	1	3	1	1	0	1	3	5446
606	607	1	1	1	1	1	1	1	1	1	130	169	104	104	169	104	130	130	130	286	286	286	176	220	220	176	220	176	2	2	3	3	2	2	2	2	3	1	1	1	1	1	1	1	1	1	177	165	210	182	132	165	210	144	156	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	80	71	92	80	80	71	92	92	71	1	1	1	1	1	1	1	1	1	154	154	154	128	115	115	154	115	128	120	30	60	30	60	120	120	30	60	247	224	292	224	292	247	224	224	292	2	0	3	22	3	0	1	1	1	3	17	1	0	1	4	5455
607	608	1	1	1	1	1	1	1	1	1	105	84	84	136	136	105	84	136	136	160	208	128	208	128	208	160	160	160	2	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	139	111	116	116	123	123	144	128	172	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	69	75	83	83	83	83	75	69	83	1	1	1	1	1	1	1	1	1	127	95	95	95	106	106	127	106	127	120	120	120	60	120	60	60	120	30	218	166	218	183	183	166	166	166	183	4	0	3	1	3	1	0	1	1	3	22	1	0	1	2	5464
